    iter     answer      error     mean x     mean y   variance x   variance y       sd x       sd y
     315   0.715200   0.282100  -0.012192   0.189688     2.841048     0.013691   1.685541   0.117010
     316   0.720000   0.277300  -0.006504   0.189152     2.842216     0.013738   1.685887   0.117210
     317   0.724800   0.272500  -0.005623   0.189575     2.833495     0.013752   1.683299   0.117267
     318   0.724800   0.272500   0.003670   0.189195     2.851875     0.013754   1.688750   0.117278
     319   0.729600   0.267700   0.006314   0.188886     2.845151     0.013741   1.686758   0.117223
     320   0.729600   0.267700   0.000820   0.188840     2.845858     0.013699   1.686967   0.117042
     321   0.734400   0.262900   0.003030   0.188303     2.838549     0.013748   1.684799   0.117253
     322   0.739200   0.258100   0.005020   0.188304     2.831001     0.013706   1.682558   0.117071
     323   0.739200   0.258100   0.009357   0.188692     2.828274     0.013712   1.681747   0.117096
     324   0.739200   0.258100   0.016560   0.188283     2.836251     0.013723   1.684117   0.117146
     325   0.744000   0.253300   0.011340   0.187977     2.836323     0.013711   1.684139   0.117094
     326   0.748800   0.248500   0.010895   0.187497     2.827687     0.013744   1.681573   0.117234
     327   0.748800   0.248500   0.006524   0.187709     2.825248     0.013716   1.680847   0.117117
     328   0.748800   0.248500  -0.000075   0.187793     2.830828     0.013677   1.682507   0.116948
     329   0.748800   0.248500   0.007289   0.188035     2.839957     0.013654   1.685217   0.116852
     330   0.753600   0.243700   0.007089   0.188161     2.831364     0.013618   1.682666   0.116697
     331   0.753600   0.243700   0.011814   0.188331     2.830155     0.013587   1.682307   0.116562
     332   0.753600   0.243700   0.015752   0.188940     2.826748     0.013668   1.681294   0.116912
     333   0.753600   0.243700   0.022106   0.188692     2.831624     0.013648   1.682743   0.116823
     334   0.753600   0.243700   0.016002   0.188892     2.835515     0.013620   1.683899   0.116705
     335   0.758400   0.238900   0.017012   0.188565     2.827390     0.013615   1.681484   0.116683
     336   0.758400   0.238900   0.025249   0.188653     2.841637     0.013577   1.685716   0.116520
     337   0.758400   0.238900   0.031396   0.188805     2.845865     0.013544   1.686969   0.116380
     338   0.758400   0.238900   0.039990   0.188972     2.862263     0.013514   1.691822   0.116249
     339   0.763200   0.234100   0.035512   0.188762     2.860577     0.013489   1.691324   0.116141
     340   0.763200   0.234100   0.040654   0.189100     2.861100     0.013488   1.691479   0.116137
     341   0.763200   0.234100   0.047294   0.189021     2.867656     0.013450   1.693416   0.115975
     342   0.768000   0.229300   0.046914   0.188649     2.859320     0.013458   1.690952   0.116009
     343   0.768000   0.229300   0.050735   0.189046     2.855962     0.013473   1.689959   0.116071
     344   0.768000   0.229300   0.053932   0.189249     2.851156     0.013447   1.688537   0.115963
     345   0.768000   0.229300   0.050461   0.189512     2.847025     0.013432   1.687313   0.115897
     346   0.768000   0.229300   0.058879   0.190106     2.863175     0.013515   1.692092   0.116253
     347   0.768000   0.229300   0.053056   0.190651     2.866623     0.013579   1.693110   0.116527
     348   0.768000   0.229300   0.058399   0.190952     2.868266     0.013571   1.693595   0.116493
     349   0.772800   0.224500   0.049793   0.190406     2.885747     0.013635   1.698749   0.116770
     350   0.772800   0.224500   0.043879   0.190428     2.889674     0.013597   1.699904   0.116604
     351   0.777600   0.219700   0.041400   0.190457     2.883586     0.013558   1.698112   0.116439
     352   0.777600   0.219700   0.049702   0.190713     2.899514     0.013542   1.702796   0.116372
     353   0.782400   0.214900   0.049092   0.190251     2.891430     0.013579   1.700421   0.116528
     354   0.782400   0.214900   0.042490   0.190828     2.898609     0.013657   1.702530   0.116864
     355   0.782400   0.214900   0.047318   0.191253     2.898673     0.013683   1.702549   0.116973
     356   0.787200   0.210100   0.048526   0.191171     2.891047     0.013647   1.700308   0.116819
     357   0.792000   0.205300   0.054454   0.190714     2.895428     0.013683   1.701596   0.116973
     358   0.792000   0.205300   0.049451   0.190469     2.896251     0.013666   1.701838   0.116902
     359   0.792000   0.205300   0.053384   0.191042     2.893707     0.013745   1.701090   0.117241
     360   0.792000   0.205300   0.045822   0.191584     2.906142     0.013812   1.704741   0.117525
     361   0.796800   0.200500   0.044797   0.192067     2.898469     0.013858   1.702489   0.117719
     362   0.796800   0.200500   0.038822   0.192201     2.903314     0.013826   1.703911   0.117584
     363   0.796800   0.200500   0.033121   0.191995     2.907052     0.013803   1.705008   0.117488
     364   0.796800   0.200500   0.038119   0.192113     2.908108     0.013771   1.705317   0.117348
     365   0.796800   0.200500   0.034335   0.192337     2.905337     0.013751   1.704505   0.117265
     366   0.796800   0.200500   0.027445   0.192794     2.914682     0.013789   1.707244   0.117428
     367   0.801600   0.195700   0.023964   0.192355     2.911161     0.013822   1.706212   0.117566
     368   0.801600   0.195700   0.020292   0.192826     2.908186     0.013865   1.705340   0.117751
     369   0.801600   0.195700   0.018270   0.193368     2.901806     0.013936   1.703469   0.118050
     370   0.801600   0.195700   0.023296   0.193462     2.903260     0.013901   1.703896   0.117904
     371   0.806400   0.190900   0.019671   0.193080     2.900284     0.013918   1.703022   0.117973
     372   0.806400   0.190900   0.024881   0.193590     2.902530     0.013976   1.703681   0.118222
     373   0.806400   0.190900   0.018027   0.193650     2.912175     0.013940   1.706510   0.118069
     374   0.806400   0.190900   0.024727   0.193540     2.921086     0.013908   1.709119   0.117930
     375   0.806400   0.190900   0.032363   0.193634     2.935043     0.013874   1.713197   0.117787
     376   0.806400   0.190900   0.028269   0.193837     2.933505     0.013852   1.712748   0.117696
     377   0.806400   0.190900   0.022758   0.194311     2.937115     0.013900   1.713801   0.117897
     378   0.811200   0.186100   0.019190   0.193982     2.934132     0.013904   1.712931   0.117914
     379   0.811200   0.186100   0.015240   0.194030     2.932272     0.013868   1.712388   0.117762
     380   0.811200   0.186100   0.008658   0.193579     2.940931     0.013908   1.714914   0.117934
     381   0.816000   0.181300   0.006449   0.193344     2.935060     0.013893   1.713202   0.117867
     382   0.816000   0.181300   0.000374   0.193188     2.941405     0.013866   1.715052   0.117752
     383   0.816000   0.181300  -0.006347   0.193582     2.950934     0.013889   1.717828   0.117850
     384   0.820800   0.176500  -0.010667   0.193079     2.950378     0.013949   1.717666   0.118107
     385   0.825600   0.171700  -0.009828   0.193524     2.942984     0.013989   1.715513   0.118273
     386   0.825600   0.171700  -0.013920   0.193892     2.941792     0.014004   1.715165   0.118340
     387   0.825600   0.171700  -0.008044   0.193516     2.947485     0.014023   1.716824   0.118418
     388   0.825600   0.171700  -0.000483   0.193092     2.961957     0.014056   1.721034   0.118558
     389   0.830400   0.166900  -0.000957   0.193361     2.954430     0.014048   1.718845   0.118524
     390   0.835200   0.162100  -0.003396   0.193391     2.949163     0.014012   1.717313   0.118374
     391   0.840000   0.157300  -0.003200   0.193900     2.941635     0.014077   1.715120   0.118647
     392   0.840000   0.157300   0.002152   0.193923     2.945300     0.014041   1.716188   0.118497
     393   0.840000   0.157300  -0.005092   0.193759     2.958322     0.014016   1.719977   0.118390
     394   0.840000   0.157300  -0.008288   0.194204     2.954817     0.014058   1.718958   0.118567
     395   0.840000   0.157300  -0.002209   0.194065     2.961860     0.014030   1.721005   0.118449
     396   0.844800   0.152500   0.001125   0.193813     2.958759     0.014020   1.720104   0.118405
     397   0.849600   0.147700   0.001016   0.193753     2.951311     0.013986   1.717938   0.118262
     398   0.849600   0.147700  -0.002098   0.193867     2.947738     0.013956   1.716898   0.118135
     399   0.849600   0.147700  -0.006107   0.193695     2.946730     0.013933   1.716604   0.118037
     400   0.849600   0.147700  -0.000639   0.193976     2.951265     0.013929   1.717925   0.118022
     401   0.849600   0.147700  -0.001875   0.194393     2.944516     0.013964   1.715959   0.118169
     402   0.854400   0.142900  -0.002426   0.194831     2.937313     0.014006   1.713859   0.118347
     403   0.859200   0.138100  -0.002033   0.194659     2.930086     0.013983   1.711749   0.118250
     404   0.859200   0.138100  -0.005552   0.194849     2.927812     0.013963   1.711085   0.118165
     405   0.859200   0.138100  -0.012850   0.194707     2.942046     0.013937   1.715239   0.118054
     406   0.864000   0.133300  -0.015785   0.194554     2.938281     0.013912   1.714141   0.117949
     407   0.864000   0.133300  -0.020481   0.194896     2.939994     0.013925   1.714641   0.118005
     408   0.864000   0.133300  -0.014765   0.195025     2.946057     0.013898   1.716408   0.117889
     409   0.868800   0.128500  -0.015722   0.195328     2.939227     0.013901   1.714417   0.117903
     410   0.873600   0.123700  -0.014712   0.195161     2.932475     0.013878   1.712447   0.117807
     411   0.873600   0.123700  -0.008933   0.195355     2.938997     0.013860   1.714350   0.117729
     412   0.873600   0.123700  -0.002574   0.195286     2.948441     0.013828   1.717102   0.117594
     413   0.878400   0.118900  -0.002903   0.194884     2.941346     0.013861   1.715035   0.117734
     414   0.883200   0.114100  -0.000211   0.194717     2.937226     0.013839   1.713834   0.117641
     415   0.883200   0.114100  -0.005992   0.194570     2.943948     0.013815   1.715794   0.117537
     416   0.883200   0.114100  -0.012074   0.194985     2.952184     0.013853   1.718192   0.117699
     417   0.883200   0.114100  -0.005449   0.195171     2.963317     0.013834   1.721429   0.117619
     418   0.883200   0.114100  -0.011838   0.195481     2.973209     0.013841   1.724299   0.117648
     419   0.883200   0.114100  -0.007449   0.195699     2.974144     0.013828   1.724571   0.117592
     420   0.883200   0.114100  -0.014441   0.196120     2.987497     0.013869   1.728438   0.117766
     421   0.883200   0.114100  -0.019589   0.196118     2.991504     0.013836   1.729597   0.117626
     422   0.883200   0.114100  -0.025420   0.196188     2.998698     0.013805   1.731675   0.117496
     423   0.883200   0.114100  -0.021179   0.196319     2.999180     0.013780   1.731814   0.117387
     424   0.888000   0.109300  -0.019743   0.196293     2.992977     0.013748   1.730022   0.117250
     425   0.888000   0.109300  -0.014716   0.196763     2.996626     0.013809   1.731077   0.117510
     426   0.888000   0.109300  -0.008389   0.196438     3.006565     0.013821   1.733945   0.117562
     427   0.888000   0.109300  -0.001897   0.196689     3.017434     0.013815   1.737076   0.117539
     428   0.888000   0.109300   0.003129   0.196940     3.021147     0.013810   1.738145   0.117516
     429   0.888000   0.109300   0.008087   0.196657     3.024598     0.013812   1.739137   0.117524
     430   0.892800   0.104500   0.005751   0.196385     3.019897     0.013811   1.737785   0.117522
     431   0.892800   0.104500  -0.000161   0.196813     3.027886     0.013858   1.740082   0.117720
     432   0.897600   0.099700  -0.001389   0.196601     3.021526     0.013845   1.738254   0.117666
     433   0.902400   0.094900  -0.000946   0.196810     3.014633     0.013832   1.736270   0.117610
     434   0.907200   0.090100   0.001796   0.196604     3.010935     0.013819   1.735205   0.117552
     435   0.912000   0.085300   0.002095   0.196961     3.004052     0.013842   1.733220   0.117651
     436   0.916800   0.080500   0.002645   0.197034     2.997293     0.013812   1.731269   0.117526
     437   0.916800   0.080500   0.009238   0.196739     3.009341     0.013819   1.734745   0.117552
     438   0.921600   0.075700   0.010353   0.196412     3.003013     0.013834   1.732920   0.117616
     439   0.921600   0.075700   0.016157   0.196753     3.010894     0.013853   1.735193   0.117699
     440   0.921600   0.075700   0.010080   0.197202     3.020230     0.013910   1.737881   0.117939
     441   0.921600   0.075700   0.004280   0.197402     3.028150     0.013896   1.740158   0.117880
     442   0.921600   0.075700  -0.001488   0.197836     3.035935     0.013947   1.742393   0.118098
     443   0.926400   0.070900  -0.002858   0.197881     3.029910     0.013917   1.740664   0.117969
     444   0.931200   0.066100  -0.006143   0.197720     3.027854     0.013897   1.740073   0.117884
     445   0.936000   0.061300  -0.007154   0.198054     3.021503     0.013915   1.738247   0.117961
     446   0.936000   0.061300  -0.009503   0.198209     3.017178     0.013894   1.737003   0.117874
     447   0.940800   0.056500  -0.010163   0.198089     3.010622     0.013870   1.735115   0.117769
     448   0.940800   0.056500  -0.014027   0.197926     3.010559     0.013850   1.735096   0.117688
     449   0.940800   0.056500  -0.017756   0.198109     3.010071     0.013835   1.734956   0.117621
     450   0.940800   0.056500  -0.011659   0.197991     3.020035     0.013810   1.737825   0.117517
     451   0.945600   0.051700  -0.010022   0.197847     3.014542     0.013789   1.736244   0.117426
     452   0.945600   0.051700  -0.005617   0.198054     3.016607     0.013778   1.736838   0.117378
     453   0.945600   0.051700  -0.009905   0.198335     3.018240     0.013783   1.737308   0.117400
     454   0.950400   0.046900  -0.008949   0.198570     3.012005     0.013777   1.735513   0.117377
     455   0.950400   0.046900  -0.004692   0.198597     3.013596     0.013747   1.735971   0.117249
     456   0.955200   0.042100  -0.006159   0.198616     3.007965     0.013717   1.734348   0.117121
     457   0.955200   0.042100  -0.011415   0.198991     3.013953     0.013751   1.736074   0.117265
     458   0.955200   0.042100  -0.014911   0.198839     3.012946     0.013732   1.735784   0.117182
     459   0.955200   0.042100  -0.011246   0.199120     3.012519     0.013738   1.735661   0.117208
     460   0.955200   0.042100  -0.017202   0.199208     3.022216     0.013711   1.738452   0.117096
     461   0.955200   0.042100  -0.021465   0.199210     3.024000     0.013682   1.738965   0.116969
     462   0.955200   0.042100  -0.026392   0.198968     3.028620     0.013679   1.740293   0.116957
     463   0.955200   0.042100  -0.022885   0.199167     3.027747     0.013668   1.740042   0.116908
     464   0.955200   0.042100  -0.019147   0.199283     3.027676     0.013644   1.740022   0.116809
     465   0.955200   0.042100  -0.017207   0.199675     3.022908     0.013686   1.738651   0.116989
     466   0.960000   0.037300  -0.013942   0.199430     3.021370     0.013685   1.738209   0.116982
     467   0.960000   0.037300  -0.009646   0.199548     3.023481     0.013662   1.738816   0.116885
     468   0.960000   0.037300  -0.013383   0.199752     3.023527     0.013652   1.738829   0.116843
     469   0.964800   0.032500  -0.012672   0.200090     3.017316     0.013676   1.737042   0.116946
     470   0.969600   0.027700  -0.011898   0.200158     3.011177     0.013649   1.735274   0.116831
     471   0.974400   0.022900  -0.014749   0.200004     3.008595     0.013632   1.734530   0.116754
     472   0.974400   0.022900  -0.008554   0.199963     3.020258     0.013603   1.737889   0.116634
     473   0.979200   0.018100  -0.004898   0.199711     3.020169     0.013605   1.737863   0.116638
     474   0.984000   0.013300  -0.006358   0.199639     3.014803     0.013578   1.736319   0.116526
     475   0.988800   0.008500  -0.005929   0.199284     3.008543     0.013609   1.734515   0.116659
     476   0.988800   0.008500  -0.002080   0.199559     3.009246     0.013616   1.734718   0.116690
     477   0.993600   0.003700  -0.000486   0.199646     3.004144     0.013592   1.733247   0.116583
     478   0.993600   0.003700  -0.005611   0.199608     3.010364     0.013564   1.735040   0.116464
     479   0.998400   0.001100  -0.007181   0.199561     3.005254     0.013537   1.733567   0.116347
     480   0.998400   0.001100  -0.001473   0.199724     3.014565     0.013521   1.736250   0.116280
     481   0.998400   0.001100  -0.006705   0.199918     3.021410     0.013511   1.738220   0.116236
     482   0.998400   0.001100  -0.003898   0.200010     3.018924     0.013487   1.737505   0.116133
     483   0.998400   0.001100  -0.001388   0.200034     3.015704     0.013459   1.736578   0.116014
     484   0.998400   0.001100  -0.005095   0.200368     3.016098     0.013485   1.736692   0.116126
     485   0.998400   0.001100  -0.008939   0.200241     3.017015     0.013465   1.736956   0.116040
     486   0.998400   0.001100  -0.005022   0.200367     3.018232     0.013445   1.737306   0.115954
     487   1.003200   0.005900  -0.004631   0.199983     3.012109     0.013489   1.735543   0.116144
     488   1.008000   0.010700  -0.006958   0.199713     3.008568     0.013497   1.734522   0.116178
     489   1.008000   0.010700  -0.012512   0.200015     3.017441     0.013514   1.737078   0.116251
     490   1.008000   0.010700  -0.016728   0.200338     3.019956     0.013537   1.737802   0.116351
     491   1.008000   0.010700  -0.020411   0.200479     3.020439     0.013520   1.737941   0.116274
     492   1.008000   0.010700  -0.023672   0.200315     3.019509     0.013505   1.737674   0.116212
     493   1.008000   0.010700  -0.027359   0.200428     3.020060     0.013484   1.737832   0.116121
     494   1.012800   0.015500  -0.025888   0.200087     3.015012     0.013514   1.736379   0.116250
     495   1.017600   0.020300  -0.026354   0.200180     3.009028     0.013491   1.734655   0.116150
     496   1.017600   0.020300  -0.029955   0.200153     3.009365     0.013464   1.734752   0.116035
     497   1.017600   0.020300  -0.024711   0.200515     3.016920     0.013502   1.736928   0.116197
     498   1.017600   0.020300  -0.028968   0.200783     3.019851     0.013510   1.737772   0.116234
     499   1.022400   0.025100  -0.029323   0.201054     3.013861     0.013520   1.736048   0.116275
     500   1.022400   0.025100  -0.031941   0.201310     3.011247     0.013525   1.735294   0.116299
