    iter     answer      error     mean x     mean y   variance x   variance y       sd x       sd y
     225   0.518400   0.478900   0.005011   0.188710     2.788074     0.013065   1.669753   0.114301
     226   0.523200   0.474100   0.010566   0.188265     2.782650     0.013051   1.668128   0.114242
     227   0.523200   0.474100   0.021036   0.188932     2.795058     0.013094   1.671843   0.114427
     228   0.523200   0.474100   0.010417   0.188908     2.808282     0.013036   1.675793   0.114177
     229   0.523200   0.474100   0.000871   0.189716     2.816709     0.013128   1.678305   0.114576
     230   0.528000   0.469300  -0.002083   0.189247     2.806452     0.013121   1.675247   0.114546
     231   0.528000   0.469300  -0.008958   0.188965     2.805127     0.013082   1.674851   0.114378
     232   0.528000   0.469300  -0.003310   0.189597     2.800374     0.013118   1.673432   0.114533
     233   0.528000   0.469300  -0.005988   0.190318     2.790011     0.013181   1.670333   0.114810
     234   0.528000   0.469300   0.006667   0.190869     2.815238     0.013195   1.677867   0.114872
     235   0.532800   0.464500  -0.002993   0.190167     2.824997     0.013254   1.680773   0.115126
     236   0.532800   0.464500  -0.013520   0.190015     2.838959     0.013203   1.684921   0.114906
     237   0.537600   0.459700  -0.013294   0.190421     2.826993     0.013186   1.681366   0.114832
     238   0.537600   0.459700  -0.004705   0.190613     2.832524     0.013140   1.683010   0.114628
     239   0.542400   0.454900  -0.000518   0.190158     2.824826     0.013134   1.680722   0.114603
     240   0.542400   0.454900   0.009379   0.190207     2.836371     0.013080   1.684153   0.114366
     241   0.547200   0.450100   0.005586   0.190068     2.828041     0.013030   1.681678   0.114149
     242   0.552000   0.445300   0.006593   0.189852     2.816599     0.012987   1.678273   0.113962
     243   0.556800   0.440500  -0.004259   0.189084     2.833391     0.013076   1.683268   0.114351
     244   0.561600   0.435700  -0.000548   0.189205     2.825112     0.013026   1.680807   0.114132
     245   0.561600   0.435700   0.005425   0.189271     2.822248     0.012974   1.679955   0.113904
     246   0.561600   0.435700  -0.006568   0.189312     2.845868     0.012922   1.686970   0.113674
     247   0.566400   0.430900  -0.011596   0.188669     2.840541     0.012971   1.685391   0.113889
     248   0.566400   0.430900  -0.023150   0.188850     2.861927     0.012927   1.691723   0.113695
     249   0.566400   0.430900  -0.019837   0.189670     2.853146     0.013040   1.689126   0.114195
     250   0.566400   0.430900  -0.025437   0.190219     2.849512     0.013063   1.688050   0.114294
     251   0.571200   0.426100  -0.014819   0.189476     2.866236     0.013148   1.692996   0.114666
     252   0.571200   0.426100  -0.007538   0.189830     2.868114     0.013127   1.693551   0.114575
     253   0.576000   0.421300  -0.004034   0.189336     2.859860     0.013137   1.691112   0.114616
     254   0.576000   0.421300  -0.006630   0.190113     2.850298     0.013237   1.688283   0.115052
     255   0.580800   0.416500  -0.003612   0.189515     2.841425     0.013276   1.685653   0.115219
     256   0.585600   0.411700   0.003973   0.188823     2.844936     0.013345   1.686694   0.115521
     257   0.590400   0.406900   0.002969   0.188258     2.834123     0.013375   1.683485   0.115649
     258   0.595200   0.402100   0.004971   0.188353     2.824163     0.013325   1.680525   0.115435
     259   0.595200   0.402100  -0.006004   0.188094     2.844217     0.013291   1.686481   0.115286
     260   0.595200   0.402100  -0.015529   0.188177     2.856685     0.013242   1.690173   0.115072
     261   0.600000   0.397300  -0.010964   0.187530     2.851137     0.013299   1.688531   0.115323
     262   0.604800   0.392500  -0.016920   0.186857     2.849480     0.013366   1.688040   0.115612
     263   0.604800   0.392500  -0.009902   0.187458     2.851502     0.013410   1.688639   0.115800
     264   0.609600   0.387700  -0.005749   0.187015     2.845221     0.013410   1.686778   0.115802
     265   0.609600   0.387700  -0.012708   0.187594     2.847221     0.013448   1.687371   0.115964
     266   0.614400   0.382900  -0.006377   0.186988     2.847099     0.013494   1.687335   0.116164
     267   0.614400   0.382900  -0.014792   0.187535     2.855199     0.013523   1.689733   0.116287
     268   0.614400   0.382900  -0.008411   0.187225     2.855374     0.013498   1.689785   0.116180
     269   0.619200   0.378100  -0.009376   0.187285     2.845007     0.013448   1.686715   0.115968
     270   0.619200   0.378100  -0.013120   0.188042     2.838228     0.013552   1.684704   0.116414
     271   0.624000   0.373300  -0.013509   0.188616     2.827795     0.013591   1.681605   0.116581
     272   0.628800   0.368500  -0.013217   0.187974     2.817422     0.013652   1.678518   0.116843
     273   0.628800   0.368500  -0.006739   0.187609     2.818476     0.013638   1.678832   0.116784
